id,category_id,category_name,block_number,block_text,question_code,question_number,question_text,check_box,max_select,option_select,option_code,option_text,response_message,companion_advice,tone_tag,next_question_id,version
17,1,Hopes,1,Success,1_4,4,Does your child like study? ,FALSE,1,B,1_4_B,B. Not really,,,,,1
18,1,Hopes,1,Success,1_4,4,Does your child like study? ,FALSE,1,C,1_4_C,C. Depending on the topic,,,,,1
19,1,Hopes,1,Success,1_5,5,Do you like study?,FALSE,1,A,1_5_A,A. Yes,,,,,1
20,1,Hopes,1,Success,1_5,5,Do you like study?,FALSE,1,B,1_5_B,B. Not really,,,,,1
21,1,Hopes,1,Success,1_5,5,Do you like study?,FALSE,1,C,1_5_C,C. Depending on the topic,,,,,1
22,1,Hopes,1,Success,1_6,6,Did you like school?,FALSE,1,A,1_6_A,A. Mostly yes,,,,,1
23,1,Hopes,1,Success,1_6,6,Did you like school?,FALSE,1,B,1_6_B,B. Mostly no,,,,,1
24,1,Hopes,2,Future,1_7,7,What are you most worried about in your child’s future? (Pick up to 2),TRUE,2,A,1_7_A,"A. Job security and adapting to future technology, e.g. AI",,,,,1
25,1,Hopes,2,Future,1_7,7,What are you most worried about in your child’s future? (Pick up to 2),TRUE,2,B,1_7_B,B. Environment and climate,,,,,1
26,1,Hopes,2,Future,1_7,7,What are you most worried about in your child’s future? (Pick up to 2),TRUE,2,C,1_7_C,C. Safety and stability,,,,,1
27,1,Hopes,2,Future,1_7,7,What are you most worried about in your child’s future? (Pick up to 2),TRUE,2,OTHER,1_7_OTHER,Other,,,,,1
28,1,Hopes,2,Future,1_8,8,Do you think governments take care of the needs of young people?,FALSE,1,A,1_8_A,A. Mostly yes,,,,,1
29,1,Hopes,2,Future,1_8,8,Do you think governments take care of the needs of young people?,FALSE,1,B,1_8_B,B. Mostly no,,,,,1
30,1,Hopes,2,Future,1_9,9,Do today’s youth have a real voice in shaping the future?,FALSE,1,A,1_9_A,A. Mostly yes,,,,,1
31,1,Hopes,2,Future,1_9,9,Do today’s youth have a real voice in shaping the future?,FALSE,1,B,1_9_B,B. Mostly no,,,,,1
32,1,Hopes,2,Future,1_10,10,"If your child couldn’t find a stable job in the future, how would you try to help? (Pick up to 2)",TRUE,2,A,1_10_A,A. Let them live at home as long as needed,,,,,1
33,1,Hopes,2,Future,1_10,10,"If your child couldn’t find a stable job in the future, how would you try to help? (Pick up to 2)",TRUE,2,B,1_10_B,"B. Offer financial support (cash, bills, food, etc.)",,,,,1
34,1,Hopes,2,Future,1_10,10,"If your child couldn’t find a stable job in the future, how would you try to help? (Pick up to 2)",TRUE,2,C,1_10_C,C. Help them retrain or go back to school,,,,,1
35,1,Hopes,2,Future,1_10,10,"If your child couldn’t find a stable job in the future, how would you try to help? (Pick up to 2)",TRUE,2,D,1_10_D,D. They are on their own after they are 18,,,,,1
36,1,Hopes,2,Future,1_10,10,"If your child couldn’t find a stable job in the future, how would you try to help? (Pick up to 2)",TRUE,2,OTHER,1_10_OTHER,Other,,,,,1
37,1,Hopes,2,Future,1_11,11,What do you think is the most effective way for adults to support the future of young people? (Pick up to 2),TRUE,2,A,1_11_A,A. Listen more to what youth are saying,,,,,1
38,1,Hopes,2,Future,1_11,11,What do you think is the most effective way for adults to support the future of young people? (Pick up to 2),TRUE,2,B,1_11_B,B. Vote for policies that support young people,,,,,1
39,1,Hopes,2,Future,1_11,11,What do you think is the most effective way for adults to support the future of young people? (Pick up to 2),TRUE,2,C,1_11_C,"C. Support schools, mental health, or local programs",,,,,1
40,1,Hopes,2,Future,1_11,11,What do you think is the most effective way for adults to support the future of young people? (Pick up to 2),TRUE,2,D,1_11_D,D. I’m not sure what helps,,,,,1
41,1,Hopes,2,Future,1_11,11,What do you think is the most effective way for adults to support the future of young people? (Pick up to 2),TRUE,2,E,1_11_E,E. I need to care about my generation first. They need to fight for themselves. ,,,,,1
42,1,Hopes,2,Future,1_11,11,What do you think is the most effective way for adults to support the future of young people? (Pick up to 2),TRUE,2,OTHER,1_11_OTHER,Other,,,,,1
43,2,Home Life,1,Dinner Table,2_1,1,"Regular family rituals, like eating dinner together, can strengthen a sense of belonging. Especially for children, this stability contributes to a sense of psychological security.

Does your family eat dinner together?",FALSE,1,A,2_1_A,A. Often together,"A. Dinner time is often a rare moment for families to spend time together. Sharing the day's experiences, troubles or interesting things can enhance mutual understanding and intimacy.","Keep the mood light and the conversation open — even small chats at the table build trust, vocabulary, and connection. ",,,1
44,2,Home Life,1,Dinner Table,2_1,1,Does your family eat dinner together?,FALSE,1,B,2_1_B,B. Occasionally together,"B. Even if it’s not often, you make an effort to create shared mealtimes.","Try aiming for one or two shared meals a week. What counts most is the tone, not the timing — relaxed, open, and warm.",,,1
45,2,Home Life,1,Dinner Table,2_1,1,Does your family eat dinner together?,FALSE,1,C,2_1_C,C. Almost never together,C. You were honest about the realities of family time.,"If dinner doesn’t work, try short moments elsewhere — a quick breakfast or bedtime chat can still build connection and comfort.",,,1
46,2,Home Life,1,Dinner Table,2_2,2,What do you usually do at dinner? ,TRUE,10,A,2_2_A,A. Discussing school or work matters,A. School and work are the topics that are most on your mind.,"These conversations show your child that their daily life matters to you. Just remember to also leave space for lighter topics so dinner feels supportive, not like another meeting.",,,1
47,2,Home Life,1,Dinner Table,2_2,2,What do you usually do at dinner? ,TRUE,10,B,2_2_B,B. Chat about non-school and non-work topics,B. You're already doing what's best for your child and your whole family: using dinnertime to engage in light conversation and strengthen your connection. ,"Tabletime conversations enrich your child's vocabulary and help them learn listening, expression, and table manners. Encourage you child to tell stories and to ask questions.",,,1
48,2,Home Life,1,Dinner Table,2_2,2,What do you usually do at dinner? ,TRUE,10,C,2_2_C,C. Looking at the phone,"C. Factors such as the fear of missing work messages, social updates or news, the deliberate design of algorithms, habitual distractions, and the influence of family dynamics have led us to habitually check our phones while eating.","Try a phone-free meal — even 15 minutes helps everyone feel more present.

Solution: Make a ""dinner pact"" as a family, for example:
✅ No phones for the first 15 minutes
✅ The first person to initiate a conversation gets a reward (e.g., deciding dessert)",,,1
49,2,Home Life,1,Dinner Table,2_2,2,What do you usually do at dinner? ,TRUE,10,D,2_2_D,D. Keep quiet,"D. Keeping quiet can help you develop a habit of focusing on eating, reduce meaningless arguments, and is suitable for relaxing after high pressure.","Quiet meals can feel restful, especially after a stressful day. If silence becomes the norm, though, children may miss out on family connection. Even a few gentle words of appreciation or curiosity can make the table warmer.",,,1
50,2,Home Life,1,Dinner Table,2_2,2,What do you usually do at dinner? ,TRUE,10,OTHER,2_2_OTHER,Other,,,,,1
51,2,Home Life,2,Chores,2_3,3,What jobs does your child do in the house?,TRUE,10,A,2_3_A,A. Cleaning,,,responsibility,,1
52,2,Home Life,2,Chores,2_3,3,What jobs does your child do in the house?,TRUE,10,B,2_3_B,B. Cooking,,,responsibility,,1
53,2,Home Life,2,Chores,2_3,3,What jobs does your child do in the house?,TRUE,10,C,2_3_C,C. Taking care of younger siblings,,,caregiver-fatigue,,1
54,2,Home Life,2,Chores,2_3,3,What jobs does your child do in the house?,TRUE,10,OTHER,2_3_OTHER,Other,,,,,1
55,2,Home Life,3,Allowance,2_4,4,Is their allowance based on anything?,FALSE,1,A,2_4_A,A. Housework,,,transactional,,1
56,2,Home Life,3,Allowance,2_4,4,Is their allowance based on anything?,FALSE,1,B,2_4_B,B. School performance,,,achievement-pressure,,1
57,2,Home Life,3,Allowance,2_4,4,Is their allowance based on anything?,FALSE,1,C,2_4_C,C. Unconditional,,,trust-based,,1
58,2,Home Life,3,Allowance,2_4,4,Is their allowance based on anything?,FALSE,1,OTHER,2_4_OTHER,Other,,,,,1
59,2,Home Life,3,Allowance,2_5,5,What do they usually do with their allowance?,TRUE,10,A,2_5_A,A. Save it,,,future-focused,,1
60,2,Home Life,3,Allowance,2_5,5,What do they usually do with their allowance?,TRUE,10,B,2_5_B,B. Buy birthday or Christmas gifts,,,thoughtful,,1
61,2,Home Life,3,Allowance,2_5,5,What do they usually do with their allowance?,TRUE,10,C,2_5_C,C. Buy games or fun stuff,,,self-care,,1
62,2,Home Life,3,Allowance,2_5,5,What do they usually do with their allowance?,TRUE,10,OTHER,2_5_OTHER,Other,,,,,1
63,3,Communication,1,Conversation,3_1,1,"What if your most-used phrase became your legacy?

Which of these do you say most often when talking with your child? (Check all that apply)",TRUE,10,A,3_1_A,"A. ""Tell me more.""",,,,,
64,3,Communication,1,Conversation,3_1,1,Which of these do you say most often when talking with your child? ,TRUE,10,B,3_1_B,"B. ""Don’t use that tone of voice with me!""",,,,,
65,3,Communication,1,Conversation,3_1,1,Which of these do you say most often when talking with your child? ,TRUE,10,C,3_1_C,"C. ""What do you think?""",,,,,
66,3,Communication,1,Conversation,3_1,1,Which of these do you say most often when talking with your child? ,TRUE,10,D,3_1_D,"D. ""I don’t have time now; maybe later.""",,,,,
67,3,Communication,1,Conversation,3_1,1,Which of these do you say most often when talking with your child? ,TRUE,10,E,3_1_E,"E. ""I like you.""",,,,,
68,3,Communication,1,Conversation,3_1,1,Which of these do you say most often when talking with your child? ,TRUE,10,F,3_1_F,"F. ""Shut up and listen to me!""",,,,,
69,3,Communication,1,Conversation,3_1,1,Which of these do you say most often when talking with your child? ,TRUE,10,G,3_1_G,"G. ""Thank you.""",,,,,
70,3,Communication,1,Conversation,3_1,1,Which of these do you say most often when talking with your child? ,TRUE,10,H,3_2_H,"H. ""No""",,,,,
71,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,A,3_2_A,"A. ""We all make mistakes.""",,,,,
72,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,B,3_2_B,"B. ""Can’t you ever do anything right?""",,,,,
73,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,C,3_2_C,"C. ""You’re a fast learner.""",,,,,
74,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,D,3_2_D,"D. ""When are you ever going to learn?""",,,,,
75,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,E,3_2_E,"E. ""Tell me about it.""",,,,,
76,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,F,3_2_F,"F. ""Can’t you understand what I’m trying to tell you?""",,,,,
77,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,G,3_2_G,"G. ""Have you done your homework?""",,,,,
78,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,H,3_2_H,"H. ""What have you learned in school today? What interested you the most?""",,,,,
79,3,Communication,1,Conversation,3_3,3,"When setting limits or correcting behavior, which of these do you say most often? (Check all that apply)",TRUE,10,A,3_3_A,"A. ""Do it now!""",,,,,
80,3,Communication,1,Conversation,3_3,3,"When setting limits or correcting behavior, which of these do you say most often?",TRUE,10,B,3_3_B,"B. ""What do you think?""",,,,,
81,3,Communication,1,Conversation,3_3,3,"When setting limits or correcting behavior, which of these do you say most often?",TRUE,10,C,3_3_C,"C. ""Go to your room!""",,,,,
82,3,Communication,1,Conversation,3_3,3,"When setting limits or correcting behavior, which of these do you say most often?",TRUE,10,D,3_3_D,"D. ""How about we agree to…?""",,,,,
83,3,Communication,1,Conversation,3_3,3,"When setting limits or correcting behavior, which of these do you say most often?",TRUE,10,E,3_3_E,"E.   ""Stop that right now!""",,,,,
84,3,Communication,1,Conversation,3_3,3,"When setting limits or correcting behavior, which of these do you say most often?",TRUE,10,F,3_3_F,"F. ""I have total confidence in you. """,,,,,
85,3,Communication,2,Conflict,3_4,4,"Every couple fights—it’s part of being close. But how you argue teaches the child something: What respect looks like. Whether people take responsibility.
Whether things get repaired—or just buried.

How do you and your spouse/partner argue?",FALSE,1,A,3_4_A,A. We yell or fight loudly,A. It can be hard to control the volume of our emotions sometimes. ,"Heated arguments happen, especially when emotions run high. If repair follows — a pause, a soft word, an apology — kids learn that conflict isn’t the end, but a way back to each other. What they remember most isn’t the volume — it’s whether love returned afterward.",chaotic,,1
86,3,Communication,2,Conflict,3_4,4,How do you and your spouse/partner argue?,FALSE,1,B,3_4_B,B. Cold silence for days,B. The quiet is sometimes louder than shouting.,"Silence might feel safer than fighting, but long emotional distance can leave kids anxious or confused. If speaking feels hard, even a simple “I’m upset and need time” can show them that disconnection isn’t forever. It’s not the absence of noise — it’s the absence of repair that hurts.",emotional-freeze,,1
87,3,Communication,2,Conflict,3_4,4,How do you and your spouse/partner argue?,FALSE,1,C,3_4_C,C. We talk it out calmly,C. Disagreements don’t have to be destruction.,"Calm conflict models respect, listening, and repair — the building blocks of emotional safety. If you’re already doing this, your child is quietly learning what healthy love sounds like. Keep going. They’re watching more than you know.",emotionally-safe,,1
88,3,Communication,2,Conflict,3_4,4,How do you and your spouse/partner argue?,FALSE,1,D,3_4_D,D. I avoid conflict or give in to keep the peace,"D. You choose peace over pushing. That’s survival, not weakness.","Avoiding conflict can feel like keeping things calm — but over time, it teaches kids that problems can’t be faced, only swallowed. Even small honesty, shared kindly, can build emotional strength. Peace that includes your voice is the kind that lasts.",,,
89,3,Communication,2,Conflict,3_4,4,How do you and your spouse/partner argue?,FALSE,1,OTHER,3_4_OTHER,Other,,,,,1
90,3,Communication,2,Conflict,3_5,5,What do you and your spouse usually argue about?,TRUE,10,A,3_5_A,A. Money,,,financial-stress,,1
91,3,Communication,2,Conflict,3_5,5,What do you and your spouse usually argue about?,TRUE,10,B,3_5_B,B. Housework,,,domestic-friction,,1
92,3,Communication,2,Conflict,3_5,5,What do you and your spouse usually argue about?,TRUE,10,C,3_5_C,C. Loyalty or trust,,,relationship-tension,,1
93,3,Communication,2,Conflict,3_5,5,What do you and your spouse usually argue about?,TRUE,10,OTHER,3_5_OTHER,Other,,,,,1
94,3,Communication,2,Conflict,3_6,6,What does your child do when you fight?,FALSE,1,A,3_6_A,A. Go to their room and try to block it out.,A. They’re trying to protect themselves the only way they know how.,"Avoidance doesn’t mean they’re unaffected. Even if they seem quiet, their body feels the tension. A gentle check-in later — “How did that feel for you?” — can help rebuild emotional safety.",withdrawal,,1
95,3,Communication,2,Conflict,3_6,6,What does your child do when you fight?,FALSE,1,D,3_6_D,B. They try to distract us or joke to change the subject,B. Humor can be a child’s way of patching a crack they don’t know how to fix.,"When kids use distraction or jokes during conflict, they may be trying to shift the mood or stop the spiral. It’s not disrespect — it’s survival. A quiet moment later can help them feel it’s not their job to manage adult tension.",,,
96,3,Communication,2,Conflict,3_6,6,What does your child do when you fight?,FALSE,1,C,3_6_C,C. Yell at us to shut up. ,C. That’s not defiance — it’s distress.,"When a child yells during a fight, it’s often their way of begging for safety. Underneath is fear, helplessness, or anger. Afterward, focus less on correcting the outburst and more on helping them feel secure again.",self-protection,,1
97,3,Communication,2,Conflict,3_6,6,What does your child do when you fight?,FALSE,1,B,3_6_B,D. Stay calm and wait to check in afterward. ,D. That’s emotional maturity — and also a signal.,"If your child stays calm, they may be protecting you. It’s a quiet strength, but it may cost them. Make space afterward to say: “You don’t have to hold everything together. You’re allowed to feel too.”",connection-seeking,,1
98,3,Communication,2,Conflict,3_6,6,What does your child do when you fight?,FALSE,1,OTHER,3_6_OTHER,Other,,,,,1
99,3,Communication,3,Support,3_7,7,"Support starts with knowing what’s heavy—on your shoulders and theirs.

What is weighing on you lately?",TRUE,10,A,3_7_A,A. Worrying about money and job security,,,financial-stress,,1
100,3,Communication,3,Support,3_7,7,What is weighing on you lately?,TRUE,10,B,3_7_B,B. Worrying about health—our own or the family’s,,,health-stress,,1
101,3,Communication,3,Support,3_7,7,What is weighing on you lately?,TRUE,10,C,3_7_C,C. Worrying about child's future,,,future-anxiety,,1
102,3,Communication,3,Support,3_7,7,What is weighing on you lately?,TRUE,10,OTHER,3_7_OTHER,Other,,,,,1
103,3,Communication,3,Support,3_8,8,What is weighing on your child lately?,TRUE,10,A,3_8_A,A. School,,,,,
104,3,Communication,3,Support,3_8,8,What is weighing on your child lately?,TRUE,10,B,3_8_B,B. Future,,,,,
105,3,Communication,3,Support,3_8,8,What is weighing on your child lately?,TRUE,10,C,3_8_C,"C. Social circle (friends, love, bully, etc.)",,,,,
106,3,Communication,3,Support,3_8,8,What is weighing on your child lately?,TRUE,10,D,3_8_D,D. Social media,,,,,
107,3,Communication,3,Support,3_8,8,What is weighing on your child lately?,TRUE,10,OTHER,3_8_OTHER,Other,,,,,
108,3,Communication,3,Support,3_9,9,What do you wish your child understood about you?,TRUE,10,A,3_9_A,A. I worry because I love so much.,A. It's hard to strike a balance between love and fear.,"Your concern often comes from a deep sense of love — not control. Let them know your heart, not just your rules.",quiet-effort,,1
109,3,Communication,3,Support,3_9,9,What do you wish your child understood about you?,TRUE,10,B,3_9_B,"B. I’m proud of them, even if I don’t say it often.",B. Many parents focus so much on what worries them that they forget to say how deeply they love their children — or how proud they really are.,"But your child may need to hear it more than you think. Try something like:
I appreciate that you  …
I am impressed with how you …",protective-truth,,1
110,3,Communication,3,Support,3_9,9,What do you wish your child understood about you?,TRUE,10,C,3_9_C,C. I didn’t grow up with this kind of openness.,C. It’s hard to keep up when the world our child lives in feels so different from ours — especially when we’re also trying to unlearn what we were taught.,"Please don’t skip straight to advice. Listen first. That’s what lands. Try something like:
Thank you for talking to me about …
I enjoyed the conversation we had ...
Your insight was very educational to me. 
",emotional-recognition,,1
111,3,Communication,3,Support,3_9,9,What do you wish your child understood about you?,TRUE,10,D,3_9_D,"D. I carry a lot, even when I try to look strong.",D. Parents often hide their own stress to protect their children.,Sharing that you feel overwhelmed sometimes can help your child realize it's okay to talk about their stress too — without guilt or shame.,independence-trust,,1
112,3,Communication,3,Support,3_9,9,What do you wish your child understood about you?,TRUE,10,OTHER,3_9_OTHER,Other,,,,,1
113,3,Communication,3,Support,3_10,10,How often does your child share concerns or worries with you?,FALSE,1,A,3_10_A,A. Often,A. Your child's willingness to share with you shows they trust you.,"Keep that open communication going and listen first, even when you disagree with their point of view.",,,
114,3,Communication,3,Support,3_10,10,How often does your child share concerns or worries with you?,FALSE,1,B,3_10_B,B. Rare,"B. Sometimes they’ll tell you, which means your lines of communication with them aren’t closed.","You can create more opportunities for relaxed communication in your daily life, such as chatting while taking a walk or cooking.",,,
115,3,Communication,3,Support,3_10,10,How often does your child share concerns or worries with you?,FALSE,1,C,3_10_C,C. Never,"C. You're being honest about the situation, which is the first step to improving communication.","Avoid judging or criticizing them immediately when they start talking, and let them feel safe to share more.",,,
116,3,Communication,3,Support,3_11,11,What do you usually do when your child shares his or her troubles with you?,FALSE,1,A,3_11_A,A. Find the cause immediately and give suggestions,A. Your intention is to help them solve their problems ASAP and prevent them from dwelling on negative emotions.,"Listen fully first, confirm your acceptance of their feelings, and then offer advice. This will make it easier for them to accept. When a child says, ""Mom, I'm feeling bad,"" the best response isn't to immediately solve the problem, but rather to say, ""Thank you for talking to me. Let's see what this feeling of being bad looks like."" Recall how you handled your emotions as a child and write down ""What you most wish your parents would have said back then.""",,,
117,3,Communication,3,Support,3_11,11,What do you usually do when your child shares his or her troubles with you?,FALSE,1,B,3_11_B,B. I hold back because I’m afraid of saying the wrong thing.,B.Your silence isn’t indifference — it’s caution.,"Gently demonstrate your support whenever they need it. Examples include:
Somatic acceptance (give them a hug or handshake first to lower their cortisol levels)
Emotion naming (""Do you feel like a bird caught in a rainstorm right now?"")
Joint exploration (""Let's explore what this emotion is telling us"").",,,
118,3,Communication,3,Support,3_11,11,What do you usually do when your child shares his or her troubles with you?,FALSE,1,C,3_11_C,C. I try to cheer them up or distract them.,C. You lead with light — and that’s caring.,"Joy helps, but so does space for hard feelings. A small moment of “That sounds tough” helps your comfort truly land.",,,
119,3,Communication,3,Support,3_11,11,What do you usually do when your child shares his or her troubles with you?,FALSE,1,D,3_11_D,D. Listen first. Give advice only when asked.,"D. Providing a safe environment and listening attentively to your child without interrupting, analyzing, or offering unnecessary advice is an important foundation for building trust.","Children can feel their parents' full attention during their stories. While safely expressing their emotions, they can clear their minds and often find solutions to their own problems. This also strengthens their trust in their parents. When appropriate, open-ended questions can help them find solutions on their own.",,,
120,3,Communication,3,Support,3_11,11,What do you usually do when your child shares his or her troubles with you?,FALSE,1,OTHER,3_11_OTHER,Other,,,,,
121,3,Communication,3,Support,3_12,12,"When your child complains about being stressed, do you say:",TRUE,10,A,3_12_A,"A. I suffered ten times more than you did back then, what right do you have to complain about being tired?",Comparing pain across generations shuts kids down. It sends the message that their stress doesn’t count — and their brain responds by going numb to protect itself.,"Say instead:
“I know you’re struggling. Back then we faced __, and now you're facing __. Both are real. Let’s see how we can handle it together.”
Avoid Pain Olympics.",,,
122,3,Communication,3,Support,3_12,12,"When your child complains about being stressed, do you say:",TRUE,10,B,3_12_B,"B. Today's children are too fragile, we...","Criticizing today’s generation puts kids into defense mode — even if we’re just repeating what our parents said to us. It creates distance, not resilience.","Say instead:
“Every generation faces different kinds of pressure. Mine was __. Yours is __. I didn’t like being criticized back then — I want to understand what you’re going through now.”
Don’t repeat the generational loop.",,,
123,3,Communication,3,Support,3_12,12,"When your child complains about being stressed, do you say:",TRUE,10,C,3_12_C,"C. Look at Lucas, why is he so good at math?","Comparing your child to others increases stress, damages trust, and reduces the chance they'll come to you for support.","Say instead:
“Let’s look at your own progress — where you’ve grown, what your strengths are. If there’s something you want to improve, we can work on it together.”
Compare to progress, not people.",,,
124,3,Communication,3,Support,3_12,12,"When your child complains about being stressed, do you say:",TRUE,10,OTHER,3_12_OTHER,other,,,,,
125,3,Communication,3,Support,3_13,13,Have you ever said any of the following?,TRUE,10,A,3_13_A,A. Mom and Dad work so hard for you,"A. Psychological lethality report:
Short-term: Triggers existential guilt, increasing default mode network activity by 28% (Nature sub-journal)
Long-term: Develops a ""grateful personality,"" increasing the likelihood of prioritizing parental expectations over personal interests by 53% when choosing a career in adulthood.","Three-step Reframing Method:
✅ Acknowledge effort: “Yes, we work hard.”
✅ Lift the burden: “But that’s our choice — not your responsibility.”
✅ Offer meaning: “You don’t owe us anything. Living your life with purpose is more than enough.”",,,
126,3,Communication,3,Support,3_13,13,Have you ever said any of the following?,TRUE,10,B,3_13_B,B. Do you know how much my annual salary is spent on cram school?,"B. Every time ""education expenses"" are mentioned, children:
Learning enjoyment decreases by 19% (Beijing Normal University study)
Experiences of test anxiety increase by 34%
Excessive focus on parents' finances persists for 6-8 weeks","Turn Money Stress into Shared Decision-Making
Instead of guilt, invite them into simple choices:
“Should I spend this on tutoring or something else?”
It builds responsibility without shame — and makes them feel trusted, not blamed.",,,
127,3,Communication,3,Support,3_13,13,Have you ever said any of the following?,TRUE,10,C,3_13_C,"C. If it weren't for you, I would have divorced/moved/started a business/... long ago","C. This can lead to:
Relationship delusions (""I am the root of my family's misfortune"")
Pseudo-maturity (forced to become a parent's emotional partner)
The rate of intimacy difficulties in adulthood increases by 61% (Developmental Psychology).","Protect Their Emotional Safety
Say clearly:
“Our choices as adults are not your fault. You’re not a burden.”
And add warmth:
“We’re actually so grateful to have you in our lives. You’ve brought __ (name something real).”
This builds stability and shields them from feeling like the root of your pain.",,,
128,3,Communication,3,Support,3_13,13,Have you ever said any of the following?,TRUE,10,D,3_13_D,D. After all I’ve done for you…,"D. This phrase triggers guilt and obligation. Children hear it as a debt they can never repay — which can turn love into pressure.
Possible Effects (researched):
- Emotional withdrawal (they stop asking for help to avoid “owing more”)
- Low self-worth tied to achievement (“I’m only lovable if I succeed”)
- Disconnection in adulthood (they seek freedom from feeling indebted)","Healthier Reframe
Gratitude vs. Guilt Script:
“Raising you took effort, yes — but also gave me joy.”
“You don’t owe me. I want you to be happy, not burdened.”

Optional Rebuild Line:
“If I ever made you feel like love was conditional on achievement or obedience — I’m sorry. You don’t have to earn my love.”",,,
